session_id,target
82,1.0037192899211096e-05
83,1.7100483669364367e-06
84,1.079626367245675e-05
85,1.3579899364161107e-05
86,3.0040415101925064e-06
87,1.633376833286593e-06
88,1.6828696124348793e-05
89,1.309211512094493e-05
90,1.26426073490959e-05
91,1.0987084917265802e-05
92,3.2296307082402344e-05
93,1.2086923699294703e-05
94,2.7237569866938703e-05
95,1.7543616753188886e-05
96,3.3716492233388415e-05
97,9.435906427580955e-06
98,1.0490172059352773e-05
99,4.890460660315955e-06
100,4.637558852517247e-06
101,9.806034314669586e-06
102,1.8293000446760673e-05
103,7.536174539048518e-06
104,2.9315326354317255e-05
105,2.9891219447467595e-05
106,8.64206528763643e-06
107,1.7701189376082997e-05
108,4.0007996913687004e-06
109,4.104698509399549e-06
110,1.0130400645214839e-05
111,8.88301691938116e-06
112,4.114303023012754e-06
113,4.086797101705678e-06
114,7.1014063926081745e-06
115,4.3637819818310505e-06
116,2.777327129324361e-06
117,3.7330185053252443e-06
118,3.3041812499750642e-06
119,1.8908609179923264e-06
120,4.1174346987779236e-06
121,3.458637690470243e-06
122,5.6433538046839196e-06
123,4.392825545892264e-06
124,3.4891422318821464e-06
125,2.7149588194183873e-06
126,7.862132461742842e-06
127,2.1992009066387712e-05
128,7.854835095288312e-06
129,5.225953651967083e-06
130,2.0186355788193838e-05
131,3.5551789638074063e-05
132,2.804213795463625e-05
133,1.9947394179520917e-05
134,3.7863776123152453e-06
135,3.769384825153128e-05
136,1.6399338498127708e-05
137,6.914369959991896e-05
138,1.7825779943804727e-05
139,3.5967496262549896e-05
140,0.0001054873944043715
141,2.0490730946803686e-06
142,3.6091293739710226e-05
143,3.8029964640289615e-05
144,1.7373780952344257e-05
145,4.2266368635394133e-05
146,1.8340995250393357e-05
147,2.895142643656199e-05
148,2.4606589739993982e-06
149,1.4444402101222081e-05
150,2.211301921642422e-05
151,6.826018861314106e-05
152,0.000164850179006921
153,3.781646493077301e-05
154,3.172997190854211e-05
155,2.7874852039729503e-05
156,9.933715771003358e-06
157,1.6508801696681644e-05
158,1.790106279461409e-05
159,5.9032090394294257e-05
160,5.0179038297612125e-06
161,8.182306758317033e-06
162,5.2966964024346035e-05
163,6.469416836284921e-06
164,2.0315600940702783e-05
165,1.6912571303239437e-05
166,5.628692186662008e-06
167,5.332261428234468e-06
168,1.8344896085875223e-05
169,6.1314444031596095e-06
170,1.3924627920694017e-05
171,9.448510831895227e-06
172,4.334386712153465e-06
173,7.716353673363262e-06
174,6.087284982804577e-06
175,7.951958792772975e-06
176,9.414044637662466e-06
177,8.298774341515528e-07
178,6.743446750836958e-06
179,2.680529883971601e-06
180,9.089269144905622e-06
181,4.334386712153465e-06
182,8.078163371060369e-06
183,2.233491292348912e-06
184,6.489541685999077e-06
185,2.0731601163001346e-05
186,4.315673334984444e-06
187,2.1063376292895946e-05
188,8.765153861577177e-06
189,1.449034132885023e-05
190,9.415572818864116e-06
191,1.0208592317178948e-05
192,1.5260964118662865e-06
193,2.7607106502558432e-05
194,1.7123645738751416e-05
195,1.3194301274280936e-05
196,8.201297620580499e-06
197,9.019561369323805e-05
198,1.1340166702218964e-05
199,4.1113602505647335e-06
200,2.0318594676933836e-05
201,3.382294497834916e-06
202,5.5318499319511995e-06
203,1.7978092135337553e-06
204,2.0633766886528182e-05
205,3.442939341009284e-05
206,6.263991275245667e-06
207,4.2367576611640104e-06
208,4.148347869000232e-06
209,1.859787789656985e-05
210,2.9256525100288716e-05
211,2.504344837973304e-05
212,5.55394870612837e-06
213,7.90254112045798e-06
214,8.949052829347086e-06
215,2.1833370327617153e-05
216,4.690856852468663e-06
217,0.0006035377826175544
218,4.999399958052056e-06
219,1.5459170647249582e-05
220,2.2746339382366837e-06
221,3.6415925679217123e-06
222,8.099819480251039e-06
223,5.8268147628301014e-06
224,1.5548415814290424e-05
225,4.792767039629544e-06
226,1.1445186880037044e-05
227,7.454308729763813e-06
228,2.3988223541444104e-06
229,7.909567295615052e-05
230,6.510550887889989e-06
231,4.659632893015635e-06
232,2.8078766573454644e-05
233,4.7676411800643175e-06
234,0.00010786727197440575
235,1.3764606999539197e-05
236,1.1814999441835238e-05
237,1.0982303180525513e-05
238,0.0001946223069817061
239,8.787770701037773e-06
240,7.56533612439021e-06
241,2.9718362474778307e-05
242,6.733445817214184e-06
243,9.862643034913946e-06
244,5.563983331647744e-06
245,3.3141034826075707e-06
246,1.4488472346346626e-05
247,6.016857409911139e-06
248,3.681822148446083e-06
249,5.513609327967345e-06
250,4.190982632275676e-06
251,3.4039820040220744e-06
252,2.5117868466576096e-05
253,3.453321249759013e-06
254,9.639241076328675e-06
255,4.812078817047798e-06
256,3.3848399431225914e-06
257,1.2473607192357685e-05
258,6.695746948456069e-06
259,6.045033843835323e-06
260,8.029148656489703e-06
261,1.1365344415794426e-05
262,4.782740983963345e-06
263,3.20428468277298e-06
264,2.8085872210854485e-06
265,1.3565501110047356e-05
266,2.835470872849873e-06
267,3.373507951770048e-05
268,1.0263317791305407e-05
269,3.593668018646962e-06
270,9.628416751003333e-06
271,7.696170028306783e-06
272,3.7136005097295624e-05
273,7.885665727463891e-05
274,0.0001066441270622871
275,6.762477600342505e-05
276,1.2579009499298567e-05
277,4.668074798876526e-06
278,0.00010910178719300007
279,5.2329698237268155e-05
280,0.00045387186175945774
281,3.732201448380147e-05
282,1.0053308730598273e-05
283,4.142337587549508e-06
284,1.178637011687279e-05
285,1.074174708172115e-05
286,0.0001137687739670719
287,5.957676707176585e-06
288,5.044231944283724e-06
289,0.0002457162940246394
290,0.00011539611185023588
291,1.357288817476574e-05
292,5.559942735267591e-06
293,1.9081144808970458e-05
294,1.738103505961093e-05
295,5.428109333965997e-06
296,2.1211273640158693e-05
297,5.4611497299360704e-05
298,4.96609013387601e-06
299,2.3654232630156404e-05
300,9.370131956328236e-06
301,2.1008644590528302e-05
302,9.390549192382492e-06
303,3.524365348982898e-06
304,6.474876289376562e-06
305,1.104613129783521e-05
306,6.174879025232693e-05
307,7.382583722477712e-06
308,1.1280524189870618e-05
309,3.4198634687366e-05
310,4.238611537220615e-06
311,7.42392790589604e-05
312,3.184233453638724e-06
313,6.3634789183216965e-06
314,4.199343129428615e-05
315,5.374186533017356e-06
316,0.00010040221578784777
317,3.415279191492387e-05
318,5.473821166124328e-06
319,1.1176411509530832e-05
320,4.291966667892849e-06
321,1.9627944723556945e-06
322,8.734035118538549e-05
323,4.712234581837088e-06
324,0.00027854557650495906
325,8.859035447293612e-06
326,8.270900501249223e-06
327,2.440506463356695e-05
328,1.4471274884928185e-05
329,1.904632952745791e-05
330,2.264334039217191e-05
331,5.2176401629721725e-05
332,8.242156011689398e-05
333,5.047487817956643e-06
334,6.208564459649598e-05
335,8.414462144894337e-06
336,1.9117529791349473e-05
337,2.1662468025607514e-05
338,5.620588039102695e-06
339,5.9039756993896564e-05
340,2.0907439777494072e-05
341,1.786234016859793e-05
342,8.23573300934191e-06
343,3.639949592919541e-06
344,1.4066012888130005e-05
345,1.3696264241509293e-05
346,6.27534668208784e-05
347,1.8558299635102118e-05
348,3.648066039572402e-06
349,6.917035457163093e-06
350,1.968595005560844e-05
351,4.231115367486771e-05
352,1.7171712196267468e-05
353,1.1528147110183947e-05
354,4.550248547870828e-05
355,1.5249970018361998e-05
356,1.8349709120742395e-05
357,6.540452459756976e-05
358,5.332749183765459e-05
359,5.2355248126774704e-05
360,6.574017668508345e-06
361,5.3852460754016414e-05
362,1.3293683183988478e-05
363,3.239113860482089e-05
364,6.356146911542178e-05
365,8.303242971605321e-05
366,2.4417177564106315e-05
367,6.434098610526556e-06
368,1.8939723565950556e-05
369,2.175165271766594e-05
370,5.031401773772485e-06
371,1.1390719716559881e-05
372,3.328745103475962e-05
373,6.715016594231803e-05
374,1.4542521708365203e-05
375,2.147539817742058e-05
376,4.712075254826069e-05
377,2.4537201197532168e-05
378,5.272987316265648e-06
379,3.674235324209162e-05
380,2.5158380523821558e-05
381,1.3596532727137714e-05
382,3.273666558107608e-05
383,2.491680555029085e-05
384,8.22556557693003e-06
385,5.068006378943685e-05
386,2.5197243621968562e-05
387,7.2369571097960006e-06
388,3.433064650719765e-06
389,9.465219454892797e-06
390,3.574520856034964e-05
391,4.730341514294013e-05
392,2.796431079300029e-05
393,4.728391200172748e-05
394,2.3226644869754527e-05
395,8.673270001198553e-05
396,2.153730906470757e-05
397,6.685801054788994e-06
398,9.535031876635176e-06
399,5.412598671947944e-06
400,4.728391200172748e-05
401,2.1834806293738035e-05
402,2.1289893758253705e-05
403,5.172225513526165e-06
404,2.1813114987685304e-05
405,4.62599507710631e-06
406,2.1805518017038975e-05
407,1.2162836334078605e-05
408,7.33138694884118e-05
409,1.7982923936489513e-05
410,1.968470556643566e-06
411,5.554276242512057e-06
412,2.020756374157e-05
413,1.1816664310219633e-05
414,4.8729021053655435e-05
415,1.0137074056286023e-05
416,3.18034977277639e-05
417,4.614348625427396e-05
418,8.613763698606186e-05
419,0.00010708002917767384
420,8.183692735275739e-05
421,5.4777659462476815e-05
422,5.7220978910381965e-05
423,0.000639606026638599
424,2.722619892804224e-05
425,7.647611481243256e-05
426,8.26015498994753e-06
427,1.3882999576716326e-05
428,4.956922754983746e-05
429,3.5181230525434585e-05
430,2.6714978348586852e-05
431,4.652754715233831e-05
432,0.00019878532087548
433,2.4524527505884894e-05
434,2.399254258701636e-05
435,3.811853289719471e-05
436,1.1500348520007996e-05
437,5.011923849229522e-06
438,1.8493746541771061e-06
439,0.0026433848641544654
440,4.903323524567742e-05
441,1.4030444994568306e-05
442,5.603990850713268e-06
443,2.3930349383360316e-05
444,8.293806943413624e-06
445,2.755137975907886e-06
446,8.107727862092616e-06
447,1.6104906196096437e-05
448,7.661927043598155e-06
449,3.263579720951792e-06
450,2.3486379892558005e-05
451,2.00091158271234e-05
452,7.809148656575388e-05
453,1.6973748908698343e-05
454,0.0001087525706487754
455,0.0003095565026365174
456,5.229774278191852e-06
457,0.0001602639584066841
458,7.975295756519418e-06
459,0.00013151239523297934
460,1.3442566489504509e-05
461,6.291340372605399e-06
462,2.46633363516917e-06
463,9.865070920946961e-06
464,8.40449731472888e-06
465,6.20482215207375e-06
466,2.2842990909546365e-05
467,9.644058922738212e-06
468,1.8623898854131637e-05
469,7.724263201914775e-05
470,3.0507009249611963e-06
471,8.300336056014864e-06
472,4.399264916926727e-06
473,7.4792633999842705e-06
474,1.9173923628079327e-05
475,4.032297184327684e-05
476,7.110702310776823e-06
477,4.421535444166165e-05
478,7.644598235200446e-05
479,5.591625501842595e-06
480,6.511511740490623e-05
481,4.837184500857e-06
482,1.0131928654884484e-05
483,4.0725723580564595e-06
484,6.5942687894491476e-06
485,6.344647990881128e-06
486,7.154088519518223e-05
487,4.9728805695316246e-05
488,6.765074052496337e-06
489,1.4688331883736334e-06
490,3.019638106917697e-05
491,8.382693602469566e-06
492,8.146227148588789e-05
493,3.23941269740298e-05
494,3.358724056548431e-05
495,5.9615600468900166e-05
496,1.406295767365875e-05
497,1.933860325072357e-05
498,7.942847494202898e-06
499,1.735569373848204e-05
500,2.7424969209479245e-05
501,3.331158574453646e-05
502,7.979939682136463e-05
503,3.7340784849128605e-05
504,1.1287860543828257e-05
505,2.092874732663739e-06
506,1.2264925700003013e-05
507,8.522145757547605e-06
508,1.723956647130892e-06
509,1.891295720295915e-05
510,9.749187230881397e-06
511,3.792967569714309e-05
512,4.981138690070689e-06
513,6.408652953662467e-05
514,6.199199813785887e-06
515,2.417967609586289e-05
516,9.746537543666563e-06
517,4.966107217257281e-06
518,1.4488479571745767e-05
519,4.7590912722921234e-06
520,2.918868007509263e-06
521,1.232528776851336e-05
522,7.190569305129931e-06
523,9.398958023359003e-06
524,4.578707807374225e-05
525,3.3011831774167574e-05
526,5.744593133793531e-05
527,0.00017375713609622478
528,4.3795789234614494e-05
529,3.064228259416792e-05
530,9.746537543666563e-06
531,1.0302073034249456e-05
532,8.153465832488416e-05
533,9.148106470955338e-05
534,6.535562431467865e-05
535,1.9639416895447684e-05
536,4.098166918664775e-06
537,6.709462084466439e-06
538,5.945412618912313e-06
539,0.0001192338353863495
540,0.00011059209783335729
541,4.941927157046989e-05
542,6.340373581837843e-06
543,3.744231254880813e-05
544,8.074380551972966e-05
545,1.1803745351521317e-05
546,3.578231985101162e-05
547,2.3591251223753207e-05
548,1.171112035804894e-05
549,4.7308586822504646e-05
550,2.66143125869415e-05
551,2.328366167306443e-05
552,4.190105487986179e-05
553,8.629164477597933e-05
554,7.64877083787088e-06
555,5.064800340460575e-05
556,9.520500094610614e-05
557,5.547732669869194e-06
558,3.3190271783930775e-05
559,3.527311182083412e-05
560,2.202790548720156e-05
561,3.498597081887373e-05
562,8.567512222721247e-06
563,5.108198284507093e-06
564,2.9849813457851858e-05
565,2.6791778291054866e-05
566,0.00011924963136399187
567,6.136284157836837e-06
568,4.1260031979037306e-05
569,4.886179181636449e-06
570,3.8692109276732535e-05
571,1.619411145517129e-05
572,4.702814736452134e-06
573,6.961127903517904e-06
574,8.679392480330744e-06
575,0.0002045126476709959
576,0.00045625240872981555
577,7.279945603865551e-06
578,2.2678638746128115e-05
579,3.704777458777753e-05
580,2.2342942341543828e-05
581,1.2852350769959231e-05
582,9.730073500634805e-06
583,3.5170476281307684e-05
584,2.2211367573310332e-05
585,2.681698652877192e-05
586,2.0799959385005286e-05
587,9.286447379415495e-06
588,5.4052271715329564e-06
589,1.3207844891658e-05
590,5.8230369065595586e-05
591,2.8784101742110258e-05
592,1.953848406034798e-05
593,1.0714719243497928e-05
594,0.00014724464676680465
595,2.4959515939329836e-05
596,1.7606969164415388e-05
597,3.907414633450112e-05
598,1.4715254944841436e-05
599,6.630307967767893e-05
600,5.746178494660168e-06
601,2.6138651391925824e-05
602,1.1051716721046617e-05
603,7.59146861312986e-05
604,4.302057478500829e-05
605,0.00016241243407317092
606,3.4978296594057436e-05
607,3.89729340032883e-05
608,4.436876567738127e-05
609,2.31086287949327e-05
610,4.392638268874663e-05
611,2.278771644974022e-05
612,1.813572938990919e-05
613,2.269671023405061e-05
614,3.474220903995343e-05
615,6.192307075833473e-05
616,3.008352215525994e-06
617,3.97939255403983e-05
618,4.6759601192518596e-05
619,4.5017116417560867e-05
620,5.484769356435303e-06
621,2.654985919537083e-06
622,4.580883376361552e-05
623,2.5969632944014957e-05
624,2.3659000357197326e-05
625,3.098681144876325e-05
626,9.800875856810313e-06
627,6.917035457163093e-06
628,2.6481364497382353e-05
629,2.0042890617710354e-05
630,1.4586340385387019e-05
631,3.84658512896177e-06
632,2.0070358322543816e-05
633,3.0345673804804773e-05
634,1.8849957489674114e-05
635,3.1382719787901176e-05
636,5.304632902506799e-06
637,2.675607465127096e-05
638,4.216255050726e-05
639,6.784248326184782e-05
640,2.041088322467768e-05
641,5.16381313312639e-05
642,4.4480034936161787e-05
643,1.1292593881464904e-05
644,3.693037057342799e-05
645,3.706978615422105e-05
646,4.0633340330461704e-05
647,1.9908721912910164e-05
648,3.92593727605225e-05
649,0.0002732706578093691
650,5.90339618683562e-06
651,3.03018502202211e-05
652,2.4156022015123313e-05
653,9.899348270618053e-05
654,2.6480370021673746e-05
655,2.499530597452804e-05
656,3.1335871985650065e-05
657,3.827592189928821e-05
658,6.022684349860115e-06
659,2.0758157904078603e-05
660,0.00010536611579706132
661,3.807639909738389e-05
662,4.780548880939412e-06
663,2.2341288043795218e-05
664,3.788119714957749e-05
665,2.3665620763363972e-05
666,3.332766723935916e-05
667,7.749548478109808e-06
668,1.8313961726908078e-05
669,4.405780447587339e-05
670,5.247085327817245e-06
671,1.494315437955374e-05
672,3.635249082201303e-06
673,1.3062642117775719e-05
674,5.790968083372614e-06
675,2.149193052499013e-05
676,2.9886299188699967e-05
677,1.754725264271059e-06
678,9.722580195541229e-05
679,1.751184050566695e-05
680,2.6428997087460064e-05
681,9.870574917233565e-06
682,4.863973834696125e-06
683,1.5959257688112047e-05
684,3.896870173009245e-05
685,3.4639592405566228e-06
686,4.370676097739699e-05
687,2.040121530183857e-06
688,2.8754489444670587e-05
689,4.334080356097233e-05
690,3.084695830558807e-05
691,4.590422622300372e-05
692,1.8722761876374036e-05
693,3.436209758432808e-05
694,4.2283464571667074e-05
695,2.8336446465480645e-05
696,0.00012334505093353378
697,3.28877499520626e-05
698,8.331951754249041e-05
699,3.869063326375202e-05
700,3.9048636596851415e-05
701,2.6629395710404245e-05
702,4.473337571656019e-05
703,1.5572202880361334e-05
704,4.898846133666621e-06
705,0.0002050042901447902
706,1.686926435420382e-05
707,4.9174449374363086e-05
708,1.4697320806540882e-05
709,1.8566040321927107e-05
710,1.5238298033298758e-05
711,2.4860673001502172e-05
712,3.96156535711985e-05
713,8.324596944939696e-05
714,2.2559259518819312e-05
715,2.0802200354574848e-05
716,6.8483993488953995e-06
717,7.457768837049301e-06
718,1.2362262582986543e-05
719,6.837613309705476e-05
720,8.569953519491706e-06
721,9.644019038003099e-06
722,9.231838899340703e-05
723,4.350781287355421e-06
724,2.652739094227116e-05
725,2.6561859316276124e-06
726,2.321736308492732e-05
727,9.408316327478566e-05
728,4.400267921518516e-06
729,3.769683483078159e-05
730,2.484072536657724e-05
731,3.447920026450438e-05
732,3.0519499741346236e-05
733,2.1646821217584802e-05
734,3.7163949985758654e-05
735,2.3369579889709594e-05
736,2.233033265626092e-05
737,2.0570697883729238e-05
738,2.172067163617753e-05
739,1.1218545598827002e-05
740,2.3681720416917462e-05
741,2.649063395556991e-06
742,3.5770416126900026e-05
743,2.5390846965416627e-05
744,5.912066922063771e-06
745,3.272910896330992e-05
746,1.3171862793452333e-05
747,3.718522652836111e-05
748,3.109610086932622e-05
749,1.4546884334263313e-06
750,5.8493999411296034e-05
751,2.1454185746356042e-05
752,5.509432777147088e-06
753,3.3623791765250504e-05
754,2.751169596592228e-05
755,3.658421563209638e-05
756,1.7339999882526714e-06
757,2.117252602136941e-05
758,4.513019399882106e-06
759,2.8639840623217958e-05
760,9.0632218559344e-05
761,5.4686918003932145e-06
762,5.846231504976052e-06
763,2.7515152247924473e-05
764,0.00013121304419697822
765,4.122147638980758e-06
766,3.219449339415607e-05
767,1.2511365850195927e-05
768,5.202007722741518e-06
769,6.100763680262303e-05
770,1.770068459184877e-05
771,8.106208177143201e-06
772,1.737285240299434e-05
773,3.2160359679013736e-05
774,2.3286907778021468e-05
775,9.055128393399916e-06
776,1.9001539880315274e-06
777,2.2933813618137045e-05
778,3.6215103644477877e-06
779,4.963422808464281e-05
780,0.0001487377855868069
781,7.401212550360574e-05
782,0.00023330062003704792
783,9.329596991725143e-05
784,5.9251719165600216e-06
785,9.506433479951996e-05
786,0.0005160632021913467
787,9.042442804056682e-05
788,8.025168720121016e-05
789,0.00019936309489429734
790,5.134654282550692e-05
791,0.00012050644341154736
792,0.00025993585807802653
793,6.774357661841428e-05
794,1.3640236603206733e-05
795,0.0001570006303244448
796,1.0685261042295298e-05
797,2.5883783802949095e-05
798,5.268391440431809e-05
799,4.633860316625196e-05
800,3.849363306854476e-05
801,8.0058329332953e-05
802,0.0004528130022619211
803,6.589247027687056e-05
804,0.0001170638374567815
805,2.5761340248402816e-05
806,1.727500756556894e-05
807,2.06821947010433e-05
808,2.537465908408135e-05
809,3.973789673137143e-05
810,7.296739568580881e-06
811,3.371215221210456e-05
812,8.914856037289432e-05
813,3.3683598151036313e-05
814,3.0483528743035987e-05
815,5.371407510098822e-05
816,3.431499819815032e-05
817,2.00862150646746e-05
818,4.20320964074383e-05
819,7.259623232789833e-05
820,4.756359858537204e-05
821,1.6116101567014696e-05
822,2.5638711047581865e-05
823,8.303373724675895e-05
824,1.9869431618603253e-05
825,4.589593347449617e-06
826,3.025347405102797e-05
827,1.833639958143794e-05
828,3.469374223867394e-05
829,2.6526757397830464e-05
830,0.00019329500672682627
831,4.6125088154222194e-06
832,2.6462724478235526e-05
833,4.1393987235676924e-05
834,8.940086398174992e-05
835,4.1994161020191556e-05
836,2.4814272739719816e-05
837,3.638522841887461e-05
838,3.4698975384080306e-05
839,2.7839755347173165e-05
840,1.2992835389439231e-05
841,3.969836673283892e-05
842,1.631870359897556e-05
843,3.932732742100654e-05
844,2.200549827382621e-05
845,1.926819622054067e-05
846,3.187966022746136e-05
847,2.2245128241090766e-05
848,7.221060718115727e-06
849,9.017554684439738e-05
850,4.123030956150574e-06
851,1.0437401221844961e-05
852,0.00011930507162003004
853,1.0800793152212304e-05
854,1.7231312044251163e-06
855,2.601413724278664e-05
856,6.379814849076644e-06
857,4.44101552400655e-06
858,2.353078775917683e-05
859,2.4208651097278753e-05
860,4.604641572391931e-05
861,1.6629240108496287e-05
862,2.3119296087404113e-05
863,9.517023202491297e-06
864,4.752904537554328e-06
865,4.016273861592269e-06
866,2.0132010132257005e-05
867,2.3795244088089433e-05
868,5.5379646186773516e-05
869,4.536913477897267e-05
870,9.285115555790511e-05
871,7.399992223673644e-05
872,5.111096450593679e-06
873,2.5857312364038872e-06
874,4.696807150030032e-06
875,1.5429750911458875e-05
876,1.5583075380404392e-05
877,2.2813002842411775e-05
878,1.2109851714987772e-05
879,8.269715231876112e-06
880,4.337039035306978e-06
881,6.823204490360844e-05
882,4.6504280868882365e-05
883,0.00026348667216012064
884,6.24187910089543e-05
885,2.3139374459920113e-06
886,8.848686171290358e-05
887,4.575316130751908e-05
888,3.0079444533110064e-05
889,5.390432698789454e-05
890,6.597375580260121e-05
891,1.3518919454689848e-05
892,3.516610087608911e-05
893,6.896855024117574e-06
894,4.851132020077751e-06
895,7.977992995108887e-05
896,2.351689850916935e-05
897,7.389225787583141e-07
898,2.3123911375670653e-06
899,6.272661520699382e-05
900,0.00011630590273141563
901,9.115294109685086e-05
902,0.0001255461633359262
903,0.0001748692465655631
904,2.4923875879451113e-05
905,3.0187912153209868e-05
906,3.964305708180532e-05
907,4.138783486618831e-05
908,0.0001380330683017325
909,6.70952157596862e-06
910,2.9005615019308357e-05
911,3.664664037808556e-05
912,2.4696836167051207e-05
913,0.0005080319156004974
914,0.00016796058235023424
915,2.4038109495655238e-05
916,0.00011147713732785944
917,2.76228709957166e-05
918,6.540417965787455e-05
919,4.90739039440433e-06
920,5.5809335997983465e-05
921,1.3081180149319662e-05
922,0.0001372865269793746
923,0.00037684891918499276
924,4.687273634488886e-05
925,5.1659608297578596e-05
926,0.0001174466253554925
927,0.00014235980178478787
928,8.152167669530734e-05
929,2.0586232241538296e-05
930,4.931476845392922e-05
931,3.688946234013693e-05
932,9.865216822215874e-05
933,1.9761563763162953e-05
934,7.966683257008437e-05
935,4.709337997319164e-05
936,9.700312962664646e-05
937,6.917864846791208e-06
938,3.895667802620855e-05
939,0.00019775334508992617
940,4.477683551890217e-05
941,1.5938151082021092e-05
942,5.108413330319131e-06
943,4.577384298148651e-05
944,8.720649950120546e-06
945,4.262051379703591e-05
946,4.396641190275315e-05
947,5.9343298126481615e-05
948,6.216465690613214e-06
949,0.00023506192179399075
950,0.00012516295108424256
951,5.35938320486083e-05
952,6.64627108001295e-05
953,1.6664325055493706e-05
954,0.0003553566797533291
955,6.696090147297699e-05
956,5.492378384166166e-05
957,3.544479728902313e-05
958,1.732619888975481e-05
959,1.1501198330900474e-05
960,2.3534414933036676e-05
961,0.00019169056473413335
962,2.228653813238328e-05
963,2.6379436485598224e-06
964,7.2978576209627e-06
965,0.00020818718562709709
966,5.383301244388925e-05
967,6.407991292373882e-06
968,3.568543105466521e-05
969,1.2909529865270016e-05
970,5.5705682033842595e-06
971,2.624778134378995e-05
972,2.8860251163996273e-05
973,0.0005232642584404447
974,3.7249465485610495e-05
975,3.922915488115781e-05
976,2.590239401546487e-05
977,2.7165541131135345e-05
978,1.355937862893179e-05
979,2.1518071802207055e-06
980,5.210338721724259e-05
981,5.864555742734913e-06
982,6.389487795844001e-05
983,6.658842393841468e-05
984,3.455362490455905e-05
985,0.0001914192197164746
986,6.334883022499722e-05
987,7.412055941908762e-05
988,3.8859711416321e-05
989,4.394883497100136e-05
990,2.2154079566927877e-05
991,4.4105889872974494e-05
992,4.692265646262091e-05
993,4.182430986552689e-05
994,4.0652894923406766e-05
995,5.890038310023363e-05
996,4.2453983867885256e-05
997,6.555446504842357e-05
998,3.5040495813701792e-06
999,6.98393207146313e-06
1000,7.097320559257934e-05
1001,2.8942141260889296e-05
1002,7.401188601017349e-05
1003,0.0005757286892182042
1004,3.263486456379951e-05
1005,4.5744784410938806e-05
1006,0.0002481663293703172
1007,5.648789751469396e-06
1008,0.000874492820256454
1009,8.83808425679463e-05
1010,1.7598507735974334e-05
1011,0.0002736542406211102
1012,2.461258626865383e-05
1013,1.8353366742936152e-05
1014,0.00028832412698731564
1015,6.611117134283274e-06
1016,5.5509419800086905e-05
1017,0.00018723120207131053
1018,1.672771781262974e-06
1019,0.0001301998338922817
1020,6.060914979009564e-05
1021,1.7655801521138746e-05
1022,6.868801941212091e-05
1023,4.916728625371943e-05
1024,4.853192400780256e-05
1025,5.448280334536193e-05
1026,5.7274325179692375e-06
1027,1.599036727209277e-05
1028,4.5214608262819525e-05
1029,0.0004311147547160583
1030,6.317809038411446e-06
1031,6.088793740348378e-06
1032,5.7512480589332295e-05
1033,6.640224262315267e-06
1034,1.5828612770822942e-05
1035,0.0014914845477849818
1036,0.00013533967957095585
1037,7.124260840616189e-06
1038,2.8483457575855483e-05
1039,4.1869367886737365e-06
1040,2.8057126978524208e-05
1041,3.972846278242875e-05
1042,3.992342945863976e-05
1043,4.979318264694363e-05
1044,3.562331587552713e-05
1045,2.1554272216444567e-05
1046,1.4599235056755913e-05
1047,5.626648671996908e-05
1048,6.252099713804746e-06
1049,5.955375762340834e-06
